chapter_event_id,timestamp,frame_path,detail_crop_path,screen_or_module,visible_change,controls_or_data,possible_functionality,classification,confidence,current_platform_status,platform_evidence,notes
CH05-E0011,00:07:59.000,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0011_00h07m59s000ms_stable_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0011_00h07m59s000ms_DETAIL.jpg,,,,,,,,,
CH05-E0012,00:07:59.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0012_00h07m59s800ms_stable_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0012_00h07m59s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0013,00:08:00.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0013_00h08m00s400ms_stable_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0013_00h08m00s400ms_DETAIL.jpg,,,,,,,,,
CH05-E0014,00:08:01.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0014_00h08m01s800ms_settled.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0014_00h08m01s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0015,00:08:04.000,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0015_00h08m04s000ms_motion_progress.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0015_00h08m04s000ms_DETAIL.jpg,,,,,,,,,
CH05-E0016,00:08:06.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0016_00h08m06s800ms_motion_progress.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0016_00h08m06s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0017,00:08:07.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0017_00h08m07s800ms_motion_progress.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0017_00h08m07s800ms_DETAIL.jpg,,,,,,,,,
CH05-E0018,00:08:12.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0018_00h08m12s400ms_motion_progress.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0018_00h08m12s400ms_DETAIL.jpg,,,,,,,,,
CH05-E0019,00:08:13.000,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0019_00h08m13s000ms_stable_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0019_00h08m13s000ms_DETAIL.jpg,,,,,,,,,
CH05-E0020,00:08:13.600,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0020_00h08m13s600ms_stable_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0020_00h08m13s600ms_DETAIL.jpg,,,,,,,,,
CH05-E0021,00:08:14.600,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0021_00h08m14s600ms_abrupt_change.jpg,,,,,,,,,,
CH05-E0022,00:08:15.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0022_00h08m15s200ms_stable_change.jpg,,,,,,,,,,
CH05-E0023,00:08:21.600,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0023_00h08m21s600ms_abrupt_change.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0023_00h08m21s600ms_DETAIL.jpg,,,,,,,,,
CH05-E0024,00:08:26.000,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0024_00h08m26s000ms_motion_progress.jpg,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0024_00h08m26s000ms_DETAIL.jpg,,,,,,,,,
